128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
128,1,768,1,1,2304,0,1
128,1,768,1,1,768,0,1
128,1,768,1,1,3072,0,1
128,1,3072,1,1,768,0,1
